"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100"
"TF52",0,-0.11916,0,0,0,0.33425,0,0,0,0,0,0,0,0,0,-0.190743,0,0,0,0,0,-0.168441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222092,0,0,0,0,0,-0.211253,0,0,0,0.132693,0,0.155072,0,0,0,-1,0,0,0,0,0,0,-0.320809,0,0,0,0,-0.210418,0,0,0,0,0,0,0,-0.19625,0,-0.135436,0,-0.409614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177813,0,0,0,0.16265,0,0,0
"TF53",0.168766,0,0,0,0,0,0,0,0,0,0,0,-0.171841,0,0,0,-0.16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23892,0,0,0.319979,0,0,0,0,0.205746,0,-1,0,0,0,0,0,0,0.296854,0,0,0,0.15276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164601,0,0,0,0,-0.401685,0,0,-0.224358,0,-0.150353,0.129813,0,0,0,0,0.188471,0,-0.238394,0,0,0,0
"TF54",0,0,0,0,0,0,0,0.156356,0,0,0,-0.29714,0,0,0,0.184419,0,0,0,0,0,0.150581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153798,0,0,0,0,0,0,0.30224,-0.181407,0.118481,0,0,-1,0.206768,0,-0.130552,0,0,0,0.198877,0,0,0,0,0,0,0,0,-0.232462,0,0,0,0,0.127706,0.185905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF55",0,0,0.171717,0,0,0,-0.130871,0,0,0,-0.20051,0,-0.139505,0,0,0,0,0,0,0,0,0,0,0.361662,0,0,0,0,0,-0.158629,0,0,0,0,0,0,0,0,0,0,0,0,-0.199428,0,0,0,0,0,0,0.195433,0,0,0,0,-1,0.235079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158839,0,0,0,0,0,0,0,0,0,0,-0.245965,0,0,0,0,0,0,0,-0.408297,0,0,0,0,0.189301,0,0,0,0,0.155368,0
"TF56",0,0,0,0,0,0.207072,0,0,0,0,0,0.229562,-0.156703,0,0,0,0,0.13917,0,0,0,0,0,0,-0.205876,0,0,0,0,0,0.164193,-0.22271,0,0,0,0,0,0,0,0.155647,0,0,0,0,0,0,0,0,0.154494,0,0,0,0,0,0,-1,0,0,0,0,0,0.371683,0,0,0,0,0,0,0,0,0,0,0,-0.224842,0,-0.271001,0,0,0,0,0,0.192822,0,0,0,0,0,0,0,0,0,-0.160736,0,0,0,0,0,0,0,0
"TF57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336223,0.145524,0,0,-0.137132,0,0.257585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218823,0,0,0,0,0,-0.238039,0,0,0,0,-0.134681,0,0,0,0,0,0,0,-1,0,0.126752,0.305189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30842,0,0,0,-0.160978,0,-0.171197,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2176,0.15657,0,0
"TF58",0,-0.115299,0,0,0,0,0,0,0,0,0.209798,0,0,0,0,-0.152165,0,0,0,0,0,0,0,0,-0.378812,-0.153951,0,0,0,0,0,0,0,0,0,0,-0.16557,0,0,0,-0.180409,0,0,0,0,0,0,0,0,-0.143103,0,0,0,0,0,0,0,-1,0,0.158563,0,0,0,-0.135797,0,0,0,0,0.320936,0,0,0,0,0,0,0.188577,-0.161471,0,0,0,-0.150388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163209,0,0,0
"TF59",0,0,0.201465,0,0,0,0,0,0,0,0,0,0,0.199142,0,-0.33192,0,0,0,0.159916,0,0,0,0,0,0,0,0.121648,0,0,0,0,0,0,0,0,0,0,0,-0.228731,0,0,-0.286615,0,0.167247,0,0.302471,0,0,-0.129648,0,0,0,-0.118035,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281363,0,0,0,0.120438,-0.16477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288565
"TF60",0,0,0,0,0,0,-0.32709,0,0,0,-0.220449,0,0,0,0,0,0,0,0,0,0,0,-0.198806,0,0,0,0,0,0,-0.146686,0,0,0,0,0,0,0,0,0,0.141127,0,0,0,0.191058,0,0,0,0,0,0,0,0,0,0,-0.322239,0,0,0,0,-1,0.126756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135172,0,0,-0.120413,0,-0.236578,0,0,-0.134369,0,0,-0.159139,0,0,0,0,0,0.209261,0,0,0,0,0,0,-0.280573
"TF61",0,0,0,0,0,0.243622,0,0,0,-0.182305,0,0,-0.217257,0,0,0,0,0,0,0,0,-0.28535,0.141558,0,0,0,0,0.153746,0.244444,0,-0.135487,0,0,0,0,0,0,0,0.240088,0,0,0,0,0,0,0,0,0,0,0,0,0.250827,0,0,0,0,0,0.118783,0,0,-1,0,0,0,0,0.167513,0.278802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125773,0,0,0.215862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF62",0,0,0,0,0,0,0,0,0,0.26589,0,0,0,0,0,0,0.152182,0,0,0.234767,0.164342,0.139957,0,0,0,0,0,0.137758,0.206109,0,0,0,0.138922,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.280372,0,-0.319878,0,0,0,0,0,-0.237984,0,0,0,0.185938,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167048,0,0,0.118797,0,0,0,0,0,0,0,0,-0.205179,0,0,-0.152935,0,0,0,0,0,0,0,0,0
"TF63",0,0,0,0,0,0,0,0,-0.218756,0,0,0,0,0.213491,-0.114756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175489,0,0,0.16814,-0.195424,0,-0.244707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178541,-1,0,0,0,0,0,0,0,0,0,0,0,0.172762,0,0,0,-0.1795,0,0,0,0,-0.324916,0,0,0.134282,0,0,0,0,0,0,0,0,0,0,0,-0.166653,-0.206777
"TF64",0,0,0,0,0,0,0.118901,0,0,0,0,0,0,0,0,0,0,0,0,-0.276934,0,0,0,0,0,0,0,0,0,-0.164699,0,0,0,0,0.180707,0.167308,0,0,0,0,0,0,0,0,0,0,-0.119347,0,0,-0.203802,0.206863,0,0,-0.141353,0,0,0,-0.12007,-0.157473,0,0,0,0,-1,0,0,0.353955,0,0,0,0,-0.195013,0,0,0,0,0,0.258765,0,0,0,0,0,0,0,0,-0.258315,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF65",-0.173101,0,0,0,0,0,0.264826,0,0,0,0,0,0.251011,0,0,0,0,0,0,0,0,0,0,0.19098,0,0,-0.12612,0,0,0,0,0,0,0,0.217977,0,0,-0.124313,0,0,0,0,0,0,0.164413,0,0,0,0.209317,0,0,0,0,0,0,0,0,0.179889,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.238792,0,0,0,0,0,0,0,-0.175198,0,-0.358931,0,0,0,0,0,0,0,-0.310248,0,0.217948
"TF66",0,0,0,0,0,0,0,0,0,0,0,0,-0.176271,0,0,0,0,0,0,-0.202019,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143228,0,0,0,0,0.273789,0,0,0,0.173361,0,0,0,0.16372,0,0,0,0,0,0,0,0,-0.262495,0,0,0,0,-0.189554,0,0,0,0,-1,0,0,0,0.122222,-0.224464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227731,0,0,0,0,0,0,0,0
"TF67",0,-0.162733,0,0,0,-0.231238,0,0,0,0,0,0,0.165088,0,0,-0.16495,0,0,-0.128657,0,0,0,0,0,0,0,0,0,0,0.116078,-0.118447,0,0,0,0,0,0,0,0,-0.157469,0,0,0.169711,0,0,0,0,0,0,-0.203923,0,0,0,0,0,0,0,0,0,0,0,-0.285223,0,0,-0.127728,0,-1,0,0,0,0,0,0,-0.21534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248059,0,0,0,0,0,0,0,0,0
"TF68",0,0.354793,-0.141215,0,0.343389,0,0,0,0,-0.167816,0,0,0,0,0,0,0,0,0,-0.168051,0,0.220484,-0.192824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194638,0,0.129361,-0.116558,0,0,0,0,0,0,0,0,-0.178453,0,0,0.139033,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.186363,0,0,0.212841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182717,0,0,0,0,0,0,0,0,0,0,-0.141486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242312,0,0,0,0,0.19216,0,0.147053,0,0.18065,-0.204392,-1,0,0,0,0,-0.143404,-0.255161,0,0,0,-0.208845,0,0,0,0,0,0,0,-0.287029,0,0,0,0.248514,0.295834,0,0,0,0,0,0,0,0
"TF70",0,0,0,0,0,0,0,0,-0.338424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149887,0,0,0.269434,0,0,0,0.426761,0,-0.168308,0,0,0,-0.227504,0.186261,0,0.127472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278668,0,0,0,-1,0,0,0,-0.158504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332247,0,0,0,0,0,0,0,-0.288211,0,-0.19764,0,0
"TF71",0,-0.178259,0,0,-0.249424,0,0,0,0,0.155239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.272789,0,0,0.237379,0,0,0,0.341553,0,0,0,0,-0.253003,0,0,0,0,0,0.264545,0,0,0,0.177996,0,0,0,-0.363134,0,-1,0,0,0,0,0,0,0,0.150738,0,0,0,0,0.261099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF72",0,0,0,-0.239209,-0.336074,0,0,0,0.116889,0,0,0,0,0,0,0,0,0,0,0.126235,0,0,0,0,0,0.124733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203409,0,0,0,0,0,0,0,-0.170352,0,0,0,0,0,0,0,0,0,0,0,0.198569,0,-0.129786,0,0,0,0.281911,0,0,-0.161876,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-0.134658,0,0,-0.346925,0,0,0,0,0,-0.173617,0,0,0,0,0,0
"TF73",0,0,0,0,0,0.260413,0,0,0.119008,0,0,0,0,0,0,0,0.255121,0.140103,0,0,0,-0.122379,0,0,0,0,0,0,0,0,0,0,0,-0.277957,0,0,0,0,0,0,-0.213065,0,0,0,0,-0.17178,0,0,-0.328046,0,0,0,0,-0.122063,0,0,0,0,0,-0.14316,-0.244815,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.255269,0,0,0,0,0,0,0,0,0.193113,0,0,0,0,0,0,0,0,0,0,0.141875,0,0,0,0,-0.29549
"TF74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13572,0,0,-0.195106,-0.128454,0,0,0,0,0.121529,0,0.201335,0,0.166445,0.194278,0,0,0,0,0,0,0,0,0.199184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.277437,0,0,-0.191471,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0.138966,0,0,0,-0.117321,0,0,0.151017,0.17517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196549
"TF75",0,0,0,0,0,-0.26292,0,0,-0.115543,0,0,0,0,0,0,0,0,0,-0.230525,0,0.192718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191443,0,0,0,0,0,0,-0.158513,0,0,0,0,0,0,0,0,0,0,0,0.134449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282423,-1,0,0,0,0,0,0,-0.139326,0,0,0,0,0,0,-0.166806,0,0,0,0,-0.139124,0,0,0,0.446055,0,0.292219
"TF76",0,0,0,0,0,0,0,0.220594,0,0,-0.135753,-0.138626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127632,-0.292122,0,0,0,0,-0.196055,0,0,0,0,0.17597,0,0,0,0.137644,0,0,0,0,0,0,0,0,0,0,0,0,0.192791,0,0,0,0,0,0,0.229902,-0.227088,-0.206796,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180894,0.245112,0,0,0,0
"TF77",-0.158486,0,0,0,0,0,0,0,0,0,0,0.222039,0,0,0,0,0,-0.196031,0,0,0,0,0,0,-0.124164,0,0,0,0,0,0,0,-0.225167,0,-0.23465,0,0,0.210439,0,0,0,0,0,0,0,0,0,0,0,-0.229154,0,-0.137427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308714,0,0,0,0.158589,0,-1,0,0,0,0,0,0,0,0,0,-0.345262,0,0,0,0,0.136684,0,0,0,0,0,0.161886,0,0
"TF78",0,0,0.141916,0,0,0,-0.280101,0,0,0,0,0,0,0,0,0,-0.149166,0,0,0,0,0,0.21784,0,-0.209212,0,0,0,0,0,-0.271601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165416,0,0,0,0,0,0,-0.316519,0,0,0.155648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.302182,0,0,0,0,0,-1,0.156096,0,0,0,0,0,0,0,-0.193704,0,0.175747,0,0,0,-0.294448,0,0,0,0,0,0,0
"TF79",0.26875,0.231417,0,0,0,0,0,0,0,-0.143671,0,0,0,0,0,0,-0.130283,0,0,0,0,0,0,0,0.401914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131312,0,-0.154486,0,-0.184581,0,0,0,0,0,0,0,0.304585,0,0,0,0,0.148268,0,0,0,0,0,0,0,-0.213374,0,0,0,0,0,0.252215,-1,0,0,0,0,0,0,-0.248953,0,0,0,0,0,0,0,-0.137185,0,0.147648,0,-0.255236,0,0
"TF80",0,0,0,0,0,0,-0.212417,0,0,0,0,0,0,0.138549,0,0,0.135776,0,0.190426,0,-0.264886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.178568,0.280097,0,-0.177577,0,0.150278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218345,0,0,-1,0,0,0,0,0,0.264707,0,-0.218592,0,-0.140206,0,0.161344,0.162081,0,0,0,0,0,0,0
"TF81",0,0,0,0,0,0,0.223512,0,0,0,0.135079,0.127949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127731,0,0,0,0.141865,0,0,0,0,0,-0.171058,0,0,0,0,0,0.231735,0,0,-0.12691,0,0,0,0.177891,0,0,0.126921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-0.195093,0,0,0,0,0,0,0,-0.187668,0,0,0,0,0,0,-0.132927,0,0
"TF82",0,0,0,0,0,0,-0.246009,0,0,0,0,0,0,0,-0.261289,0,0,0,0,-0.214299,0,0,0,0,0.262496,0,-0.3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152911,0.154882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230335,0,0,0,0,-0.193006,0,0,0,0,0.225926,0,0,-0.153079,0,0,0,0.202788,0,0,0,-0.166423,0,0,-1,0,0,0,0,0,0,0,0,0.173189,0,0.32626,0,0,0,0,0,0,0
"TF83",0,0,0,0,0,0,-0.27764,0,0,0,0,0,0,0,0,0.229501,0,0,0,0,0,0,0,-0.196829,0,0,0,-0.251151,0,0,0,0.20445,0,0,0,0.241587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115295,-0.143436,0.225783,0,0.156534,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-0.268271,0,0,0,0,-0.217692,0,0,0,0.207417,0
"TF84",0,0,0,0,-0.134529,0,0,0,0.314218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179208,0,0,-0.24409,0,0,0,0,0,0,0,0,0,0,0,0,0.382562,0,0,-0.135629,0,0,0,0,0,0,0.251462,-0.182351,0,0,0,0,0,0,0.378833,0,0,0,0,0,0,0,-0.257345,0,0,0,0,0,0,0,0,0,-0.27107,0,0,0,-0.137827,0.279704,-1,0,0,0,0,0,0,0,0,-0.22788,0,0.260777,0,0,0,0,0
"TF85",0,-0.276686,-0.157674,0,-0.189952,0,0,0,0,0,0,0,0,-0.388869,0,0,0,0,0,0,-0.263823,0,-0.340567,0,0,-0.132433,0,0,0,0,0,0,0,0,0,0,0,0,-0.223597,0.178991,0,0,0,0,-0.129573,0.208559,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.290254,0,0,0,-0.170082,0,0,0,0,0,0,0,0,0,0,0,-0.132786,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165372,-0.370409,0,0,0,0,0,0,0,-0.176204,0,0,0,0,0,0,0,0,-0.137344,0,0,-0.367218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323076,0,0,-0.198066,0,0,0,0,0,0,0,0,0,0,-0.123695,0,0,0,0,0,0,0,-0.222022,0,0.143178,0,0,-0.207447,0,0,0,0,-1,0,0,0,0,0,0,0,-0.161667,0,0,0,0,0.213085,0.187991
"TF87",0.220478,-0.226641,0,-0.215135,-0.139068,0,0,0,0.182517,0,0,0,0,0,0,0,0,-0.143058,0,0,0.141201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171241,0,0,0,0,0,0,-0.150971,0,0.238751,0,0,0.13342,-0.214954,0,0,0,0,0,0.185325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-0.234671,0,0,0,0,0,0,0,0,0,0
"TF88",-0.19812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216683,0.25757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280546,0,0,0,0,0,0,0,0,-0.219774,0,0,0,0,0,0,0.191214,0,0,0,0,0.157228,0,0,0,0,0,0,-0.215565,0,0,0,0.19764,0,0,0,0,0,0,0,-0.14885,0.24155,0,0,0,0,-0.262876,0,0,0,0,0,0,0,0,-1,-0.23129,0,0,0,0,-0.15914,0,0,0,0,0.16216,0
"TF89",-0.154484,0,0,-0.188533,0,0.275455,0,0,0,0.237332,0,0,0,0.193036,0,0,0,0,0,0,0,0,0.180725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214537,0,-0.16068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173734,0,0,0,0,0.156132,0,0.156689,0,-1,0,0,0,0,0,0,0,0.253875,0,0,0
"TF90",0,0,0,0,0,-0.172565,0,0,0,0,0,0,0,-0.206159,0,0,0,0,0,-0.128174,0,0,-0.231479,0,0,0,0,0,0,0,0,0,0.244055,0,0,-0.292432,0,0,0,-0.12798,0,0,0,0.297569,0,0,0.213873,0,0,0,0,0,0,0,0,0,0,-0.181773,0,0,-0.250092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173345,0,0,0,0,0,0.150821,0,-1,0,0,0,0,0,0,0,0,0,0
"TF91",0,0,0,0,0,0.311438,0,0,0.190339,0,0,0,0,0,0,0,0,0,0,0,0.313121,0,0,0,0,0,0,0,0,-0.31185,0,0,0.313043,0,0,0,0.204796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404127,0,0,0.34666,0.184968,0,0,0,0,0,0,0,0,0,0.16727,0,-0.132384,0,0,0,0,0,0,0,0,0.189953,0,0,-1,0,0,0,-0.189065,0,0,0,0,0
"TF92",0,0.202029,0,0,0,0,0,-0.149815,0,0,0,0.14022,0,0.132653,0,0,0.316844,0,0,0,0,0,0.192736,0,0,0,0,0,0,0,0,0,0,0.215784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316879,0,0,0,0,0.167757,0,0,0.258308,0,0,0,-0.241176,-0.182068,0,-0.137699,-0.403156,0,0,-0.140315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
"TF93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201517,0,-0.138311,0,0,0,0.174099,0,0,0,0,0,0,0,0,0.131833,0,0,0,0,0.230596,0,0,0,0,0,-0.241126,0,0,0,-0.202984,-0.138119,0,0,-0.229006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169413,0,0,0,0,0,-0.136343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.173098,-1,0,-0.142415,0,0,0,0,0
"TF94",0,0,0,0,0,0,0,0.125,0,0,0.217334,0,0,0,0,0,0,0.119123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21183,0.244049,0,-0.166171,-0.125963,0,0,0,0,0,0,0,0,0,0,0,0,-0.180051,0,0,0.189786,0,0,0.361212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385307,0,0,0,0,0,0,0,0,-1,0.208665,0,0,0,-0.202068,0
"TF95",0,0,0,0,0,0,0,0,0,-0.199342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153985,0,0,0,0,0,0,0,0.190391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197542,0,0,0,-0.119838,0.246219,0,0.161604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279111,0,0,-0.141099,0,0,0,0.139553,-0.188514,-0.140645,0,0,-0.139401,0,-1,-0.17838,0,0.293573,0,0
"TF96",0,0,0,0,0,0,-0.270941,0,0,0,0,0,0.134236,0,0,0,0,0.159766,0.15443,0,0,0.208067,0,0,0,0.183473,-0.151146,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.278539,0,0,0,0,0.174,0,0,-0.172164,0,0,0,0,0,0,0.124959,0,0,0,0,0,0,0,-0.140988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15293,-1,0,0,0,0
"TF97",0,-0.306576,0,0,0,0,0,0.182052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216247,0,0,0,0,0,0,-0.196475,0,0,0,0.191479,0,0,0.275859,0,0,0,0,0,0,0,0,-0.142735,0,0,0,0,0,0,0,0,0,-0.443816,0,0,0,-0.198538,0,0,0,0,0,0,0.156338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247474,-0.271,0,0,0.244087,0,0,0,0,0,0,0,0,-1,0,0,0
"TF98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158439,0,0,0,0,0.317053,0,0,-0.158717,0,-0.309278,0,0,0.178017,0,0,0,0,0,0,0,-0.120984,0,-0.116999,0,0,0,0,0,0.177559,0,0,0.178863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282953,0,0,-0.171413,-0.16398,0,0,0,0,0.19809,0,0,0,0.175625,0,0,0,-1,0,0
"TF99",0,0,0,0,0,0,0,-0.126684,0,0,0,-0.216681,0,0,0,0.316602,0,0,-0.184598,0,0,0,0,0,0,0,0,0,0,0.195307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241439,0,-0.123846,0,0,0,0,0,-0.121726,0,0,0.288683,0,0,0,0,0,0,0,-0.179018,0,0,0,-0.192013,0,0,0,0,0,-1,0
"TF100",0,0,0,0,0,0,0,0,0,-0.255952,-0.129039,0,0,0,0,0,0,0.16972,0,0.192769,0,0.275213,0,0,0,0,0,0,0,0,0,0,0,0.14151,0.284673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12253,0,0,0,0,0,0,0,0,0,0.215895,0,0,0,0,0,0,-0.23323,0,0.135957,0,0,0,0,0,0,0,0,0,0,0,-0.213969,0,0,0,0,-0.159445,0,0,0,0,0,0,0,0.285268,0,0,-1
