"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100","TF101","TF102","TF103","TF104","TF105","TF106","TF107","TF108","TF109","TF110","TF111","TF112","TF113","TF114","TF115","TF116","TF117","TF118","TF119","TF120","TF121","TF122","TF123","TF124","TF125","TF126","TF127","TF128","TF129","TF130","TF131","TF132","TF133","TF134","TF135","TF136","TF137","TF138","TF139","TF140","TF141","TF142","TF143","TF144","TF145","TF146","TF147","TF148","TF149","TF150","TF151","TF152","TF153","TF154","TF155","TF156","TF157","TF158","TF159","TF160","TF161","TF162","TF163","TF164","TF165","TF166","TF167","TF168","TF169","TF170","TF171","TF172","TF173","TF174","TF175","TF176","TF177","TF178","TF179","TF180","TF181","TF182","TF183","TF184","TF185","TF186","TF187","TF188","TF189","TF190","TF191","TF192","TF193","TF194","TF195","TF196","TF197","TF198","TF199","TF200","TF201","TF202","TF203","TF204","TF205","TF206","TF207","TF208","TF209","TF210","TF211","TF212","TF213","TF214","TF215","TF216","TF217","TF218","TF219","TF220","TF221","TF222","TF223","TF224","TF225","TF226","TF227","TF228","TF229","TF230","TF231","TF232","TF233","TF234","TF235","TF236","TF237","TF238","TF239","TF240","TF241","TF242","TF243","TF244","TF245","TF246","TF247","TF248","TF249","TF250","TF251","TF252","TF253","TF254","TF255","TF256","TF257","TF258","TF259","TF260","TF261","TF262","TF263","TF264","TF265","TF266","TF267","TF268","TF269","TF270","TF271","TF272","TF273","TF274","TF275","TF276","TF277","TF278","TF279","TF280","TF281","TF282","TF283","TF284","TF285","TF286","TF287","TF288","TF289","TF290","TF291","TF292","TF293","TF294","TF295","TF296","TF297","TF298","TF299","TF300"
"TF145",0.113836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131342,0,0,0,0,0,0,0,0,-0.210307,-0.203393,0,0,0,0,0,0,-0.0841178,0,0,0,0,0.180085,0,0,0.153977,0,0,0,0,0,0,0,0,0,0,-0.126481,0,0,0,0,0.115259,0,0,0,0,-0.165174,0,0,-0.12824,0,0,0,0,0,-0.108084,0,0,0,-0.0838365,0,0,-0.118101,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0775453,0,-0.178467,0,0,0,0,0,0,0,0.246139,0,0,0,0.148669,0,-0.0790152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10437,0,0.18473,0,0,0.10041,0,0,0,0,0,0,0,0,-0.198865,0,0,0,0,0,0.0958771,0,0,0,0,0,0,0,0,0,0.234138,0,0,0,0,0,0,0,0,0,0,-0.194706,0,0,0,0,-0.124557,-0.281232,0,0,0,0,0,0,0,0,0,0,-0.151398,0,0,-0.0818032,0,0,0.0741998,0.0750676,-0.0984864,0,0,0,0,0,0,0,0,0,-0.278037,0,-0.0894869,0,-0.0880964,-0.158549,0,0,0,-0.165212,0.115969,0,0,0,0,0,0,0,0,-0.181118,0,0,0,0,0,0,0,-0.0848528,0,0.0989512,0,0,0,0,0
"TF146",0,0,0,0,0,0,0,-0.173175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144485,0,0,0,-0.184782,0,0.117185,0,0,0,0,0,-0.140725,0,0,-0.168015,0,0,0,0.103393,0,0,0,-0.119395,0,0,0.146916,0,0,-0.11556,-0.128537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139355,0,0,0.138842,0,0,0,0,0,0,0,0,0,0.222219,0.0799984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147038,0,0,0,0,0,0,-0.080458,0,0,0,0,0,-1,-0.10202,0,0,0,0,0,0,0,0.0913756,0,0,0,0,0,-0.0854637,0,-0.136077,-0.14825,0,0,0,0,0,0.0897042,0,0,0,0,0,0.105032,0,0,0,-0.13856,0,0,0,0,-0.166717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176824,0,0,-0.148179,0,0,0,0,-0.119063,0.136709,0,0,0,0,0,0,0.15119,0,0.0979699,0,0,0,0,0,0,0,0,0,-0.135296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112646,0,0,0,0,0,0,0,-0.140557,0,-0.0843751,0,0,0,0,0,0,0,-0.130622,0,0,0,0.0988188,0,0,0,0.129995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0991501,0,0,0,0,-0.0940497,0
"TF147",0,0,-0.0895541,0,0,0,-0.199955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131658,0,0,0,0,0,0,0,0,-0.0951292,0,0,0,0,0,0,0,0,0,0,0,-0.0955031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204543,-0.133527,0,0,0,0,0,0.133661,0,0,0.116362,0,0,0,0,0,0,0.129929,0,0.129453,0,0,0,0,0,0,0,-0.157912,0,0,-0.0881797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897292,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-0.199413,0,0,0.101082,0,0,0,0.105984,0,0,0,0,0,0,0,0.16112,0,-0.254813,0.0881525,0.0798569,0,-0.0832867,0,0,0,0,-0.0799935,0.137136,0,0,0,0,0,0,0,0,0,-0.0784324,0,0,0,0,0,0,-0.116574,0,0,0,0,0.0865154,0,0,0,0,0.124655,0,0,0,0,-0.121149,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.224058,0,0,-0.0899811,0.0809991,0,-0.112089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.085588,0.154309,0,0,0,0,0,0,0,0,-0.128738,0,0,0,0,0,-0.151507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11073,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839581,0,0,0,0,0,0,0,0,-0.0926814,-0.151895
"TF148",0,0.0875085,0.107518,0,0,0,0,0,0,0,0,-0.20538,0,0,-0.113775,0,0,0,0.186844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137192,0,0,0,0,-0.221118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208994,-0.121398,0,0,0,0,-0.0994314,0,0,0,0,-0.121703,0,0,-0.0895436,0,0,0,0,0,0,0,0,0,0.0845901,0,0,0.14188,0,0,0,0,-0.140028,0,-0.106334,0,0.146797,0,0,0,0,0,0,0,0,0,0.150889,0,0,0,0,0,0.127151,0.103263,-0.0990938,0,0,0,0,0,0,0,0,0,0,-0.135139,0,0,0.13356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.279561,0,-0.157592,0,0,0,0,0,0,0,0,0,0,0,0,0.0982276,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119814,0.2039,0,0,0,0,0,0,0.174278,0,0,0.142604,0,0,0.125754,0,0,0.126198,0,0,0,0,0,0,0,0,0,0,0,0.114532,0,0,0,0,0,0,0.193292,0,-0.0988284,0,0,0,-0.139146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0742441,-0.185958,0,0,0,0.177079,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF149",0,0,0.155598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182147,0,0,0,0,0,0,0,0.154362,0,0,0,0,0.231627,0,0,0,0,0,0.185145,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863392,0,0,0,0,0,0,0,0,0,0.133314,0,0.127806,0,0,0,0,0,0,-0.155118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785913,0,0,0,0,0,0,-0.128422,0,-0.0849466,-0.0883583,0,0,0,0,0.222148,-0.140157,0,0,-0.130079,0.129688,0,0,0,-0.073697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0967317,0,0,0,-0.109216,0,0,0,0,0,-0.0930679,-1,0,0,0,0,0,0,0,0,0,0.102122,-0.142697,0,0,0,0,0,0,0,0,0.117536,0,0,0,0.120196,0,0.103297,0,0,0,0,0,0,0,0,-0.0762415,0,0,0,0,0,-0.115661,0,0,0,0.143198,0,0,0,0,0,0,0,0,0,-0.108621,-0.13299,0,0,0,0,0,0,0,0,0,0,0,0,-0.164287,0,0,0,0,0,0,0.0981272,0,0,0,0,-0.11099,0,0,0,0,0,0,0,0,0.320694,0,0,0,0,0,-0.0989786,0,0,0,0,0,0,0,0,0,0,0.0872385,0,0,-0.11668,0,0,0,0,-0.184985,0,0,-0.139373,0,0.102207,0,0,0,0,0,0,-0.0902953,0,0,-0.207709,0,0,0,0,0,0,0,0,0,0,0,0,-0.097862,0,0,0,0,0,0,0,0
"TF150",0.175142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155523,0,0,0,0,0.088592,-0.138194,0,0,0,0,0,0,0,0,0,0,0,0,-0.128164,0,0,0,0,0,0,0.157369,0,0,0,0,0,0,0,0,0,0,0.0910475,0,0.151395,0.218857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153064,0,0,-0.106298,0.121239,0,0,0,0,0,0,0,0,0.104142,0,0.0873213,0,0,-0.118651,0,0,0,0.189532,0,0,0,-0.100929,0,0,0,0,0,0,0,0,0,0,0.209751,0.160851,0,0,0.129526,0,0,0,0,0,0,-0.111598,0,0,0,0,0,0,0.115403,0,0,0,0,0,0,0,0,0.133569,0,0,0,0,0,0,0.107837,0.22456,0,0.132712,0,0.126395,0.249928,0,0,0,-1,0.140378,0,0,0,-0.0933956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144328,0,0,0,0.159966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140077,0,0,0,-0.0925848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190337,0,0,0,-0.14445,0,0,0,0,0,0,0,0,0,0.115696,0,0,-0.110559,0,0,0,0,0,0,0,0,0,0,-0.16163,0,0,0.0752465,0,-0.108639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF151",0,0,0,0,0,0,0,-0.0939875,0,0,0,0,0.142891,0.235245,-0.10527,0,0,0,0,-0.160911,0,0,0,0,0,-0.237907,0.0777154,0,0,0,0.177127,0,0,0,0,0,0.111817,0,0,0,0,0,0,0,-0.0849175,0,0,0,0,0,0,0,-0.128638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170243,0,0.129399,0,0,-0.221728,0.288723,0,0,0,0,0,0,0,0.199635,-0.102012,0,0.181337,0,0,0,0.155533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934247,0,0,0,0,0.173671,0,-0.10304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0961724,0,0.167468,0,-1,0,0,0,0,0,0,0,0,-0.111524,-0.158843,0,0,0.119827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19377,0,0,0,-0.148785,0,0.120085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108599,0,0,0,0,-0.152231,0,0,0,0,0,0,0,-0.0919142,0,0,0,0,0,0,0,0,0,0,0,0,0.176598,0,0,0,0,0,0,0,0,0,0,-0.0923661,0,-0.0832113,0,0.109069,0,0,0,0,0.107398,0.19897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185749,0,0.142547,0,0,0,0,-0.151949
"TF152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118794,0,0,0,0,0,0,0,0,0,-0.106377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142874,0,0,0,0,0.120035,0,-0.110128,0.0970735,0.143656,0,0,0,-0.196567,0,0,0,0,0,0.146711,-0.131802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152066,0,0,0,0,0,0,0,0,0,-0.129857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17397,0,0.130323,0.15105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.12741,0,0,0,0.0987108,-0.136687,0.0735557,0,0,-0.137585,0,0,-0.0864176,0,0,0,0,0,0,0,0,0,0,0.0946204,0,0,0,0,0,0,0,0,0,0,0,0.147064,0,0,0,0,0,0,0,0,0,0.160459,-0.0778273,0,-0.106178,0,0.130826,0,0,-0.120879,0,0,0,0.0840607,0,-0.127018,0,0,0.124979,0,0,0,0,0,0,0,0,0,0,0,0,0.0831215,0,0,0,0,0,0,0,0,-0.136322,0.111099,-0.0858065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919049,0,0,-0.0818908,0.0859255,0,0,0,0,0,0,0,0,0,-0.084971,0,0,0,0,0,0,0,0.086197,0,-0.153913,0,0,0,0,0,0,0,0,0,-0.152949,0,0,0,0,0,0,0,0,0,0,-0.136212
"TF153",0,0,0,0,0,0,0,0,0,0,0,0,0,0.160266,0,0,0,0,0,0,0,0,0,0,-0.0878025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168006,0,0,0,0,0,0,0,0,0.160641,0,0,0,0,0,0,0,0,-0.113313,0,0,0,0,0,-0.0890823,0,0,0,0,0,0,0,0,0,0,-0.105,0,-0.202678,0,0,0,0,0,0,0,-0.124095,0.182162,0,-0.078238,0,0,0,0,0,0.165237,0,0.0965388,0,0,0,0,0,0,-0.0942671,0,0,0,-0.08582,0,0,0,0.0947152,0,0,0,0,0,0,0,0,0,0,0,-0.14546,0,0,0,0,-0.0828755,0,0,0,0,0,0,-0.144522,0,-0.19444,0,0,0,0,0,0,0,0,-0.146923,0,0,-1,0,0,0,0,0.150074,0,0,0,0,0,0,0,-0.170014,0,0,0,0,0,0,0,0,0.150419,-0.224413,0,0,0,0,0,0,0,0,0,0,0,0,-0.151113,-0.159429,0,0,0,0,0,0,0,0,-0.0731854,-0.420347,0,0,0,0,0,0,-0.0783067,0,0,0.149602,0,0,0,0,0,0,0,0,0.0825206,0,0,0,0,0,0,0,-0.140836,0,0,0,0,0,-0.103703,0,0,0,0,0,0,0.101488,0,0,0,0,0,0,0,0,0.0819411,0,0,0.120627,0,0,0,0,0,-0.124664,0,0,-0.176968,0,0,0,0,0,0,0,-0.0983873,0,0.0963914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132253,0,0.261029,0,0,0,0,0.141185
"TF154",0,0.13697,0,0.101145,0,0,0,-0.122217,0,0,0,-0.126767,0,0,0,0,0,0,0,0,0,0,0,-0.191816,0,0,0,0,0,-0.156423,0.0770761,0,0,0,0,0,0,0,0,0,0,0.129623,0,0,0,-0.0788563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148257,0,0,0,0,0.17147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217971,0,0,0,0,0,0,0,0.183809,0,0,0,0,0,0,0.106152,0,0,0,0,0.198324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806159,0,0,-0.103841,0,0,-1,0,0,0.199457,0,0,0,0,0,0,-0.080024,0,0.106724,0,0,-0.18685,0,0,0,0,0,0,0,0,0,0,0,0.125883,0,0,-0.0788361,0,0.137275,0,0,0,0,0,0,0,0,0,0,0.161857,0,0,0,0,0,0,0,0,0,0,-0.135511,0,0,0.13423,0,0,0,0,0,0,0,0,0,0,-0.0853034,0,0,0,0,0,0,0,0.141282,0,0,0,0,-0.166342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14542,0,0,0,0,-0.14653,-0.106925,0,0,0,0,0,0,0,0,0,0,0,-0.0763133,0,0,0,0,0.137815,0,0,-0.0809083,0,0,0,0,0,0,0,0,0.083925,0,0,0,0,0,0,0,0,0,-0.0786534,0,0,0,0,0,0
"TF155",0.100132,0,0,0,0,0,0,0,0,0,0,0.0955037,0,0,0,0,0,0,0,-0.159783,0.0738612,0,0,0,0,0,0,0,0,0,0,0,0.0811959,0,0,0,0,0,0,0,0.177375,0,-0.137461,0,0,0,0,0,0.243902,0,0,0,0,0,0,0.145353,0,0,0,0,0,0,0.157677,0,0,0.22846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102506,-0.0777324,0,0,0,0,0.0986002,0,0,0,0,0,0,0,0,0,0,0,-0.169304,0,0,0,0,0,0,0,0,0,0,-0.110804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119463,0,0,0,0,0,0,-1,0,0,0,0,0,-0.0970235,0,0,0,0,0,0,0,0,0,0.15075,0,0,0,0,0,0,0,0.0783861,0,0,0,0,0,0,0,0,0,0.147332,0,0.202697,-0.223351,0,0,0,0,0,0,0,0,0.117405,0,-0.182195,-0.111783,0,-0.149076,0,0,0,0,0,0,0,0,0,0,0.132481,0,0,0,0,-0.118113,0,-0.117815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102776,0,0,0,0,0,0.0962097,0,0,0,0,0,0,0,0,0.109294,0,0,0.0799744,0,0,0,-0.118486,0,0,0,0,0,0,0,0.140675,0,0,0.0760289,0,0,0,0,0,0,0,-0.0978149,0,-0.12497,0,0,0,0,0,0.128963,0,0.118567,0,0
"TF156",0,0,0,0,0.135916,0,0,0,0,0,0,0.0920273,0,0,0,0,0,0,0,0,0,-0.137176,0,0,0,0,0,0,0,0,0,0,0,0,0.139909,0,0,-0.172826,-0.0931432,-0.0763136,0,0,0,0,0,0,0,0,-0.135032,0,0,0,0,0,0,0,0,0,0,0.101902,0,0,0,0.113462,0,0,-0.177083,0,0,0,0,0,0,0,0,0,0,0,-0.0945732,0.100026,0,0,-0.210954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752621,0,0,0,0,0,0,0,0,-0.107577,0,0,0,0.111627,0.101638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193053,0,0,0,0,0,0,0,0.111888,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-0.112313,0,0.0876677,0,0,0,-0.0869828,0,0,0,0,0,0,0,-0.129397,0,0,0,0,0,0,0,0.165902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157056,0,0,-0.0780402,-0.180229,0,0,0,0,-0.172942,0,0,0,0,0,0,-0.0971336,-0.112206,0.145712,-0.14661,0,0,-0.135806,-0.156692,0,0,0,0,0,0,-0.208366,0,0,0,0.0869347,0,0,0,0,0,0.0844426,0,0,0,0,0,0,0,0.142304,0,0,0,0,0,-0.112499,-0.12715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138967,0,0,0,-0.135381,0,0,0,0,0,0
"TF157",0,0,0,0.10315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172816,0,0,0,0,0,0,-0.0766544,0,0,0,0,0,0,0.111987,0,0,0,0,0,0,-0.122047,0,0,0,0,0,0,0,0,0,-0.0825094,0,0,0,-0.112358,0,0,0.0945391,-0.0991411,0,0,0,0.0791552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845349,0,0,0,0,0.111376,0,0.185069,0,0,0,-0.0824931,0,0,0,0,0,0,0.198517,0,-0.0997721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125775,0,0.157605,0,0,-0.15988,0,-0.188237,0,0.172716,0,-0.175183,0,0,-0.122663,0,0,0,0,0,0,0,0.0734813,0,0,0.0881854,0,0,0,0,0,0.212847,0.219809,-0.149192,0,0,0,0,0,0,0,0,0,0,0.111111,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167442,0,0,0,0,0,0,0,-0.15427,0,0,0,0,-0.25376,0,-0.0897348,0.196224,0,0,0,0,0,0,0,0,0,0,0.168744,0,0,0,0,0,0,0,0,0,0,0.217004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147587,0,0.13433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105704,0,-0.107916,0,0,0,0,0,0,0,0,0.211048,0,0,0,0,0,0,0,0,0,0,0,0.156257,0,-0.159874,0,0,0
"TF158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117787,0,0,0,0,0,0,0,0,0.325219,0,0,0,0,0,0,0,0,0,0.156466,0.174441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132406,0,0,0,0,0,0,0,0,0.152069,0,0,0,0,0.125862,0.132749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107459,0,-0.145324,0,0,0,0,-0.0890178,0,0,0,0,0,0,-0.146475,0,0,0,-0.195639,0,0,-0.120667,0,0,0,-0.172725,0,0,0,0,0,0,0,0,0,0,-0.0966812,0,0,0,-0.0986126,0,0,0,0,0,0.22529,0.117002,0,0,0,0,-0.116956,0,0,0,0,0,0,0,0,-0.118891,0,-0.0846096,0,0,0,0,0,-1,0,0,0,0,0,0,0,-0.111481,0,0,0,0,0,0,0,-0.0763718,0,0,0,0,-0.194206,0,-0.162436,-0.132836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128838,0,0,0,0,0,0,0,0,0.149069,0,0,0,0,0,0,0.0884991,0,0,0,-0.158835,-0.0767311,0,0,0,0,-0.0961336,0,0,-0.0939763,0,0,-0.109029,0,-0.0841704,0,0,0,0,0.104792,0,0,0,0,0,0,0,-0.138159,-0.077019,0,0,0,0,0,0,0,0,0,0,0.107316,0,0,0,0,0,0,0,0,0,0,-0.117582,0,0,0,0,0,0,0.222865,0,0,0,0,0,0,0,0,-0.0958368,-0.0826632,0,0,0.0751507,0,0,0,0
"TF159",0,-0.183313,0,0,-0.126451,0,0,0,0,-0.118011,0.112558,-0.148626,0,0,0,0,0,0,0,0,0,0.119184,-0.149257,0,0,-0.110495,-0.151935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094116,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986711,0,0,0,0,0,0,0,0,0.0798608,0.18407,-0.199799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103484,-0.0837716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0769089,0,-0.110005,0,0,0,0,0,-0.108796,0,0,0.107056,0,0,0,0,0,0.185926,-0.0735396,0,0,-0.236113,0,0,0,0.255512,0.138811,0,0.0933486,0,0.0775932,-0.0897323,0,0,0,0,0,0,0,0,0,-0.27202,0,-0.0745322,0,0,-1,0,0.162428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127473,0,0,0,0,0,0.128582,-0.164144,0,0,0,0,0,0,0,0,0,0.101327,0,0,0,0,0,0,0,0,0,0,0,-0.0784277,0,0,-0.0851091,0,0.0876223,0,0.0940388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127654,0,0,0,0.185862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142683,0,0,-0.13649,0,-0.094253,0,0,0
"TF160",0,0,0,0,0,0,0,0.148255,0,0,-0.116118,0,-0.100873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168969,0,-0.166081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123761,0,-0.0870312,0,0,0,0,0,0.0985352,0,0,0,0.137908,0,0,0,0,0,0,0,0.129246,0,0,0,0,0,0,0,-0.0876539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122394,0,0.10459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.297004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115796,-0.118213,0,0,0,0,-0.181863,0,0,0,-1,0,0,0.0921963,0,0,0,0,0,0,0,0,0,0.0915278,0,0,0,0,0,0,0.0810877,0,0.110736,0,0,0,0.135391,0,0,0,0,0,0,0,0,0.0865495,0,0,0,0,0,0.162354,0,0,0,0,0.170777,0,0,0,0,0,0.185756,0,0,0.122416,-0.137555,0.0753679,0,0,0,0,0,0,0,0.243774,0,0.18155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.162078,0,0,0,0,0,0,-0.101272,0.126218,0,0,0,0,0,0,0,0,0,0,-0.0775828,0.099547,0,0,0,0,0.163029,0,0,0,-0.0984859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132216,-0.169065,0,0,0.109499,0,0
