"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100"
"TF44",-0.188549,0,0,0,0,0,0,0,0,0.102784,0.102551,0,-0.152302,0,0,0.164003,0.150433,0,-0.113013,0,0,0.0913,0,0,0,0,0,0,0,0,0,0,0,-0.0812327,0,0,0,0.180888,0.124619,0,0,0,0,-1,0,0,0.128208,0,-0.124779,0,0,-0.19616,0,0,0,0,0,0,0,0.16188,0,0,0,-0.158543,0,0.0969232,0.140517,0,0.0826867,0.0974352,0.134201,0.124829,0,0,0,-0.118209,0,0,0,-0.118491,0,-0.190822,0,0,0,0,0,0,0.122533,0,0,0,0,0,0,0,0,0,0,0
"TF45",0,0,-0.275714,-0.217111,0,0,0,0,0,0,0,0,-0.203503,0,0,0,-0.145069,0,0,-0.119786,0,0.174423,-0.157902,0,0,-0.226497,0,0.158806,0.0798915,0,0,0,-0.130397,0,0,0,0,0,0,-0.0932166,0.118079,0,0,0,-1,-0.0864049,0,0.0801227,0,0,0,0,0,0,0,-0.148219,0.0974059,0,0,0,0,0,0,0.0889165,0,0,0.102755,0,0,0.0930684,0,0,0.0985008,0,0,0,0,0,-0.0788095,0,0,-0.101626,0,0,0,0,0.0986426,0,0,0,0.142607,0,0,-0.0826398,0,0,0,0,-0.11177,0.151338
"TF46",0,0,-0.131879,-0.224292,0,-0.133862,0,0,0,0,0,0,0,0,0,0,-0.135986,0,0,0,0.141306,0,0,0,0,-0.0912236,0.165546,0,0.125559,0,0.158171,0,0,0,0,0,0,0,0,0,0,0,0,0.108703,0,-1,0,0,0.139181,0,0,0,0.144347,0,-0.127539,0,0.216047,0,0,0,-0.215566,0,-0.143063,0,0,-0.15163,0,0,0,-0.106759,0.088569,0,0,0,0,0,0,0,0,0,-0.150074,0,0,0,0,-0.0820145,0.098148,0,0,0.105839,0,-0.0855298,0.105451,0,0,0,0,0,-0.122485,0
"TF47",0,0.109084,0,-0.13088,0,-0.21136,0,-0.0885148,0,0,0,0,0,0.116195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117738,0,0,0.0915441,0,0,0,0,0,0,0.0847699,0,0,0.0800172,0,0,0,0.118521,-1,0,0,0.164303,0,0,0,0,-0.159235,-0.19906,0.157075,0,0.145019,-0.0807343,-0.15744,-0.112349,-0.102567,0,0,0,0,0,0.106829,-0.139391,0,0.216324,0,0,-0.146448,0,0,-0.0868845,0.189384,0,0,0,0.13014,-0.163897,0,0,0,0,-0.159798,-0.101345,0,0.113395,0,-0.129489,0,0,0,0,0,0
"TF48",0,0,0.108675,0,0.109577,0,0.210881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159639,0,0,0,0,0.0902847,-0.0816126,0,-0.0824807,-0.141154,0,0,0,0,0,0,0,0.158778,0,0,0,0,-0.114144,0,0,0,0,-1,0,0.123707,0.132183,0,0,0,0,0,0,0,-0.200054,0,0,0,0,0.116202,-0.0872872,0,0,0,-0.173902,0,0,0,-0.168717,-0.195913,0.094569,0,0,0,0,0,0,0,0,0,0,0.0878469,0,-0.148332,0,0,0,0.0911207,0.337617,0.127438,0,0,0,0,0,0
"TF49",0,0,0,0,0,0,0,0,-0.130855,0,0,-0.100563,0,0,0,0.102651,0,0,0,-0.122161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162772,0.146773,0,0,0.234913,0,0.182582,0,0,-0.102204,0,0,0,0,0,-1,-0.296668,0.0992593,0,0,0,0,0,-0.0835286,0.239182,0,0,0,0,-0.0829126,0,0,-0.158472,0.112603,0,0,0,0.181727,0,-0.145413,0,-0.236856,0,0,0,-0.297296,0,0.176492,0,0,0,0,0,0,-0.160161,0,0,0,0,-0.0913238,0,0.103215,0,0,0,0.104603,0
"TF50",0,0,0,0,0,0,-0.157782,0,0,0,0.145029,-0.135484,-0.177603,0,0,-0.0897681,0,-0.116386,0,-0.105111,0,0,0,0,0,0,0,-0.148027,0,0,0,0,0,-0.0949104,0,-0.0897988,0,0,0,0,0,0,0,0,0,-0.0987305,0.237387,0,0,-1,0,0,0.0977576,0,0,0,-0.130045,0,0,0,-0.171235,-0.22697,0,0,0.195282,0,0,0,0.124573,0,-0.0978734,-0.179375,0,0,0,0,0,0,-0.152701,0,0,0.0866971,0,0,0,0,0,-0.114845,0,0,0,0,-0.095453,0,0,0,0,-0.103452,0,0
"TF51",0,0,-0.129198,0,0,0,-0.158084,0,0,0,0.0922126,0,0,0,-0.145313,0,0,0,-0.1571,0,0,0,0,0.136791,0.210186,0,0.211039,0,0,0,0,0,0,0,0,0,0,-0.0907221,0,0.0987612,0.183908,0.137767,0,-0.14142,0,0,0,0,0,0,-1,0,0,-0.167916,0,0,0,0,0,0,0,0,0,0,-0.236109,0,-0.268255,0,0,0.121075,0,0,-0.125864,-0.0848085,0,0.160293,0.0878695,-0.101625,0,-0.144108,0,0,0.0866216,0,0,-0.131785,0,-0.0779147,0,0,-0.0879644,-0.153228,0,0,0,0,0,-0.139807,0.150689,0
"TF52",0,0,0,0,0,0,0.0780803,-0.145012,0,-0.127545,0,0,0,0,0,0,0,0,0,0,0.166684,0.24151,-0.187199,0,0,0,0,0,0,-0.156726,0,0,0,0,0.0873284,0.164463,0,-0.169013,-0.113722,0,0,0,0,0,0,0.0932227,0,0,0,0.118279,0,-1,0.21085,0,0.111886,-0.118728,0,0,0,0,0.133074,0,0,0,0,0,0,0,0,-0.166028,0,0,0,0,0,-0.11733,0,0,-0.175844,0,0,0,0,0,0.0922217,0,0,0,0,0,0.0894678,0,0,0,0,0,0,0,-0.169006,0.12534
"TF53",-0.1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118776,0,0,0,0,0,0.160755,0.194584,0.133052,0,0,0,0,0,0,-0.153625,-0.0941026,0,0,-0.154842,0,0,0,-0.116289,0,0.142842,0,0,0,0,0.238159,0.270107,-0.157714,-0.197523,0,0,-0.0894426,-1,0,0,-0.117849,0,0,0,0,0,0,0,0,-0.163082,0.169624,0.136197,0,0,0,0,0,0,0,0,0,0,0.111505,0,0,0,0,0,0,-0.14605,0,0,0,0,0,-0.111742,0,0,0,0,0,0.127452,0,0.165182,0
"TF54",0.190844,0,0,0,-0.143741,0,0,0.217906,-0.109039,0,0,0,0,0,0,0,0,0.126764,0,0.130831,0,0.11327,-0.0889598,0,0,0.156831,0.136628,0,0.191844,0,0,0,0,0,0,0,0,0,0,0,0,0.18044,0,0,0,0,-0.166433,-0.287558,0,0,0,0,-0.215299,-1,0,0,0,0,0,0,-0.107429,0,0,0.0799853,0.178383,0.0914933,0,0,0,0,0,0,0,0,0,-0.167908,0,-0.089911,0.124943,-0.199405,0,0,0,0,-0.107056,0.133428,-0.201367,0,-0.114111,0,0,0,0,0,0,0,0,0,0,0
"TF55",0,0,0,0,0,0.140725,-0.125007,0,-0.164947,0,0.131974,0,0.148152,0,0,0,0,0.0835457,0,0,0,0,0,-0.185899,0.116589,0,0,0,0,0,0.188527,0,0,-0.121805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194266,0,0,-0.13723,0.107824,0,-1,-0.148836,-0.168406,0,0,0,0,0,0.155594,0,0,0,0,0,0,0,0.0909815,0,0,0,0.0777829,0,0,0,0,0,0,0,0,0.162398,0,0,0,0,0,-0.164626,0,0,0,0.125847,0,0,0,-0.118654,0,-0.155381
"TF56",0,0,0,-0.107831,-0.121704,0,0,0,0,-0.110022,-0.182698,-0.0954105,0,0.2611,0,0,0,0,0,0,0,-0.117507,0,0,0,0,0.110678,0,-0.078692,0,0,-0.0870574,0,0,0,0,0,0,0,0.126062,0,0,0,-0.146243,0,0,-0.0950263,0,0,-0.252588,0.119712,0,0,0,0,-1,0.0812864,0,0.179329,0,0,0,0.185519,0,0,0,-0.088799,0,0,-0.103874,-0.129121,-0.169854,0.085174,0,0,0,-0.117495,0.0824527,0,-0.0915498,0.161079,0,0,-0.0896942,0,0,0,0,0,0,0,0.122407,0,0,0,0,0,0,0,0
"TF57",-0.0782521,0,0,-0.0832303,0,0,0,0,0,0,-0.153558,0,0,0,-0.187237,0,0,0,0.15663,0,0.113037,0,0,0,-0.163,0.194497,0,-0.089475,0,0,0,0,0,0,0.105266,0,0,0,0,0.119582,-0.128298,0,0,0,0,0,0,0,0,0,0.198938,0,0,0,0,0,-1,0,0,0,0,0.151442,0,-0.149071,0,-0.100517,0,0,0,-0.196086,0,0,0,0,0,0,0.18447,0,0.172741,0,0,-0.147303,-0.172215,0,0,-0.0900309,0,0,-0.0905085,0,0,0,0,-0.176217,0,0,0,0,-0.115177,0
"TF58",0,0.166342,0,0,0.122184,-0.0906631,0,0,0,-0.127537,0,0.213925,-0.178277,-0.238739,0,0,0,0,0,-0.121558,0,0,-0.130984,0,0,0,0,0,0,-0.120989,0,0,0,0,0,0,0.118713,0,0,0,0,-0.0968554,0.275199,-0.0933099,-0.21693,0,0.148413,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-0.142354,-0.124024,-0.106356,0,0.16135,0,0,0,0,0,0,0,0,-0.125547,0.078142,0,0,-0.123823,0,0,0,0,0.0874434,0,0,0,0,0,0,0,0,-0.130882,0,0
"TF59",0,0,0,0,-0.124327,0,0,0.171023,0,0,0,-0.0831385,0.184391,0.120382,0,0,0,0,0,-0.207421,0,0,0,-0.109386,-0.135806,0.0918737,0,0,0,-0.0833257,-0.165057,0,0,0.0787188,0,0,0.0931623,0,0,0,0,0,0,-0.125812,0,0,0.234568,0,0,-0.14628,0,0,0.157168,-0.0926361,0,0,0,0,-1,-0.162769,0,0,0,-0.158875,0,0,0,0.131703,-0.0813812,-0.215116,0,0,0,0.15317,-0.162438,0,0,0,0,0,0,-0.228685,0,-0.205316,0,0,0,0,0,0,0,0,0.0988987,0,0,0,0,0,0,0
"TF60",-0.120448,-0.107912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131906,0,0,0,0,0,-0.110098,0,0,0,0,0.0792285,0,0,0,0,0,0,0,0.136848,0,0.130477,0,0.109452,0,0,0,0.121495,0,0,0,-0.138526,0,0,0,0.175994,-0.0832478,0,0,0,-1,0,0.0961723,-0.140029,-0.199743,0,0,0,0,0,0,-0.117742,0,0,0,0,0,-0.208881,-0.174507,0.118542,-0.09091,0,0,0,-0.129933,0.252594,0,-0.0895445,0.169796,0,0,0,0,0,0.167055,0.128918,0,0,0,0,0
"TF61",0,0,0,0,0,0.115787,0,-0.166916,0.111591,0,-0.184204,0,0,0,0.117072,0,0,-0.082034,-0.104189,0,-0.190276,0,0,0,0,-0.215008,0,0,0,0.171578,0,0,0,0,0.0886959,0,0,0,-0.173214,0,0,0,-0.109047,0,0,0,-0.148006,0,0,0,0,0,0,0.0814459,0,0,0,0,0.0820006,0,-1,0,0,0,0,0,0,0,-0.144859,-0.147,0,0,0,-0.153688,0,0,0,0,0,0.160917,0,0,0,0,0,0,0,-0.211912,0,-0.0899172,-0.143595,0,-0.139217,-0.221257,-0.0881902,0,0,-0.133141,0,0
"TF62",0,0,0,0,-0.150802,0,0,-0.123774,0.141204,0,0,-0.0900078,0,0,0,0,-0.0968204,0,0,0,0,0.135614,0,0,0,0,0,0,0,-0.140006,0,0.148766,0,0.135392,0,0,0.189636,0,0,0.0946125,-0.143873,0,-0.132804,0,0,0,0,-0.119585,0,0,-0.123782,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-0.132533,-0.1763,-0.142199,0,0,0,0,-0.0921695,0.149856,0.182601,0,0,0,0,0,-0.0991809,0,0,-0.164784,-0.107027,0,0,0,0,0.252411,0,0,0,0.0925867,-0.107064,0,-0.187774,0,0
"TF63",0,0,0,0,0,0,-0.233899,-0.186398,0,0,0,0,0,0,0,0.110916,0,0,0,-0.155417,0,0.116675,0,0,-0.115166,0,0,-0.0935199,0,0,0,0,-0.146722,0,0,0,0,0,0,0,0,-0.130876,0,-0.126253,0,0,0,0,0,0,0.0898852,0,0,0,0,-0.157534,0,0.131561,0,0.158809,0,0,-1,0,0.202427,0,0,0,0,0,0,0,0,0,-0.083977,-0.111787,0.136302,0.147593,0,-0.114067,0,-0.101193,0.15938,0,0,-0.0826134,0,0,0,0,0,0.276536,0,0.125968,0,0.159965,0,0,0,0
"TF64",0,0,0,0,0.104546,0,0,0,0,0,0,0,-0.0861394,-0.0946856,0,0,0.08267,0,0,0,0,0,0,0,0,0,0,0.0777033,0.109939,0.145122,0.127609,-0.128768,0,0,0,0,0,0,0,0.122288,0,-0.238857,0,0,0.194317,0,-0.17767,0,-0.129953,0,0,0,-0.105052,0.0935438,0.134816,0,-0.0837419,0.186423,0,0,-0.130502,0,0,-1,0,0,0,0.153351,0,-0.185993,0.104547,0,0,0,0,0,0.173296,0.126972,0,0,0,0,0,0,0,0,0,0,0,-0.0811877,0,0.10467,0,0,0,-0.22316,0,0,0,0
"TF65",0,0,0,0.175983,0,0,0,0,0,0,0,0,0,0,0.0834834,0,0,0,0,-0.103081,0,0,0,-0.126969,0,0,0,0,0,0,0,-0.136796,0,-0.107126,-0.186834,0,0,0,0,0,-0.106481,0,0,0,0,0.149294,0,0,0.113459,0.113606,-0.113902,0,0,-0.17278,0,0,-0.178784,0,0,0,0.131998,0.175227,-0.130792,0,-1,0,0,0,0,0,-0.083153,0,0,0,0,0,0,-0.13834,0,0,0.0879198,0.104206,0,0,0.223179,0,0.127591,0.103909,0,0,0,-0.0800231,-0.0959024,0,0,0,0,0,-0.107337,0
"TF66",0,0,0.195522,0,0,0,0,0.12557,0.306929,-0.107284,0,0.096904,0,-0.134289,0,0,0,0,0,0,0,0,0,0,-0.152968,-0.10695,-0.168571,-0.120847,0,0,0,0,0,0,0,0,0,0.220396,0.124118,0,0,0,0.168643,-0.220235,0,-0.100618,0,0,0,-0.147732,0,0,0,0,0,0,0,0.144947,0.185219,0,0,-0.192001,0,0,0,-1,0,0,-0.171211,0,0,0,0,0.103912,0,0,0,0,-0.164621,0,0.109928,0,0,0,0,0,0,0,0,0,0,0.096278,0,0,0,0,0,0,0,0.14865
"TF67",0,0,-0.114549,0,0,0,0,-0.135719,0,0.103715,-0.12124,0,0,0,0,0,0,0,0,0,0,0,0.238613,0,0.191721,0,0,0,0,0,0,0,-0.0897545,0.159172,-0.106085,-0.272852,-0.154372,0,-0.2438,0,0,0,0.0947226,0,0,0,0,0,-0.172771,0,0,0,0,0,0,0.123418,0,0,0.114406,0,0,-0.125473,0,0,0,-0.0883886,-1,-0.0797933,-0.217441,0,0,0,0,0,0,-0.0776233,0,-0.242556,0,0,0,0,0,0,0,0,0,0,0.216752,0.154152,0,0,0,0,0,0,0,0,0,0
"TF68",-0.0907109,0,0,0,0,0,0,0.160691,0,0,0,0,0,0,-0.193137,0,-0.101323,0,0,0,0.0810464,0,0,0,-0.151596,0,0,0.137644,0,0,0,0,0,0,0,0.227407,0,0,0.143452,0,0,0,-0.0913913,-0.180313,0,-0.0818071,-0.17264,0.19208,0,0,0,0,0,0,0,0,0,0.142627,0,0,0,0,0,0,0.111725,0,0,-1,0,-0.0843074,0,-0.0909888,0,0,0,0,0,-0.112715,0,0.21828,-0.15829,0,0,0,0,-0.175525,0.114394,-0.129653,0,-0.106175,0,0.102031,-0.182665,0,0.141317,0,0,0.188626,0,0
"TF69",0.098785,0,0,0,-0.116706,-0.093287,-0.0935781,0.162584,0,0,0.117064,0,0,0,0.0966946,0.119706,0,0.186155,0,-0.140899,0,0,0,0,0,0,0,0,0,0,0,0.138551,0.111539,0,0.162363,0.108764,0,0,0,0,0.165635,0.0978122,0,0,0,0,0,0,0,0,-0.187907,0,0,0.28545,0,-0.085975,0.141245,0,0,0,0,0.195903,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.161114,0,0,0,0,0,0,-0.0966594,0,0,0.224617,0,-0.155279,0.212185,0,0,-0.0804079,0,0
"TF70",0,0,0,0,0.10882,0,0,0,0,0,0,-0.114046,0,0.234877,-0.177397,0,0,0,0,0,0,-0.170559,0,0,0.12996,0,0,0,0.118822,0,0,0,0,0.186916,0,0,0,0,0,0,0,0.153669,0.218243,0,-0.117111,0,0,0,0,0,0,0,0.262989,0,0.153188,-0.081882,0,-0.100696,-0.178529,0,0,0,0,0,0,0,0.0927438,0,0,-1,0,0,-0.0802529,0,0,0,0,-0.134197,0,0,0,0,0,0,0,0.086097,0,0,0,-0.115812,0.114163,0,0,0,0.180656,0,0.162586,0,0,0
"TF71",0,0,0,0,-0.192481,0,0,0,0,0,0.125338,0,0,0,-0.0927008,0,-0.145165,0,0,0,0,0,0,0,0,0,0.114296,-0.149944,0,0.110768,0,0.087429,0.0913339,0,0.0885305,0,0,0.128428,0.0892647,0.127304,0,0,0.129933,0,0.09278,-0.15796,0,0,0,0,0,-0.101121,-0.0941814,0,0,0,0,0,0,0,0,-0.165737,0.199459,0,0,0,0,0,0,-0.13185,-1,0,0,0,0,0,0,0,0,0.123988,0,0,0,0,-0.251815,0,-0.193701,-0.237184,0,0.118624,0,0,0,0,-0.143126,0,0,0,-0.13034,0
"TF72",0,0,0,0,0.132939,0,-0.0938064,0,0,0.123491,0,0,-0.082962,0.0894543,0,0,0,0,0,0,0,-0.101672,0,0,0,0,0,0,0.13648,0,-0.217314,0,-0.156336,0.175473,0,0,0,0.110809,0,-0.137237,0,0,0.0879637,0,0,0,0.0893656,0,0,0.0900822,0,0,0.1564,0,0,0.138037,0,0,0,0,0,0.159124,0,0,0,0,0,0,0,0,0,-1,0,0,0,-0.148118,0,0,0,0,-0.107855,0,0,-0.134809,0,0,0,-0.142668,0,-0.138491,0,0,0,0,0,0.112599,0,0,0,0.0997042
"TF73",0,0.141636,0,0,0,0,0,0,0,0,0,0.136764,0,-0.081086,-0.200995,-0.169642,0,0,-0.100909,0,0,0,-0.105561,0,0.151434,0.15951,-0.135143,0,-0.0931052,0,0,0.159334,0,0,0,0,0,-0.129532,0,0,0,-0.135876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150193,0.100739,-0.195842,0.167619,0,0,0,0.0860366,0,0,0,-1,0.133785,0,0.103096,0,0,0,0,0,0,0,0.161855,0,0,-0.234043,0,0,-0.118372,0.094556,0,-0.163245,-0.13748,0,0,-0.198399,0,0,0
"TF74",0,0,0,0.0850498,0,0,0,0.235041,0.146001,0,0,0,0.19753,0,0,0,0,-0.130758,0,0,0,0.121539,0,0,-0.117398,0,-0.159788,0,0,0,0,0.0776602,0.133876,0,0,0,0,0,0.174735,0,0,0,0,-0.0917177,0.172923,0,-0.183809,0,0.181117,0,0,0,0,0,0,0,0,0,-0.211942,0,0,0,0,0.124043,-0.104191,0.195514,0,0,0,-0.13295,0,0,0,-1,0,0,0,0,0,-0.13018,-0.0972328,0,0,0,0,0,0,0.191367,0,0,0,0,0,0,0,0.104838,0,0,0,0
"TF75",0,0,0.105961,0.118459,0,0,0,0,0,0,0,0,-0.219781,0,0,-0.101993,0.156407,0,0,0,0,0,0,-0.113493,0.155125,0,0,0.133173,0,0,0,-0.106075,0,0,0,0,0.109371,0,0,0.114583,0,0,0.100635,0,0.105771,0,0,0,0,0,0,0.114631,-0.142261,0,0,0,0,0,0,-0.201804,-0.0795939,-0.135821,0,0,0,0,0,0.181446,0,0,-0.0829475,0,0,0.150098,-1,0,0,0,0,0,0,0.143337,0,0,0,0.0965375,-0.129119,0,-0.0819687,0,0,0.114104,0,0,-0.181841,0.123309,0.0953383,0,0,0
"TF76",0,0,0.203066,0.16918,0.164053,0,-0.131512,0,0,0,0.0935677,0,0.168657,0.130065,-0.0962044,0,0,0,0,0,0,0,0,-0.231753,-0.0937753,-0.126379,0,-0.123793,0,0.159382,0,0,0,0,0,0,0.0887698,0,0,0,0.0977991,0.107895,0,0,0,0.146331,0,0,0,0,0,-0.18656,0,0,0,0,-0.148628,-0.151738,0,0.112207,0,0,0,0,0,0.229748,0,0,0,0,0,0,0,0,0,-1,-0.142414,-0.116218,0,0,-0.147648,0,0,0,0,0,0,0,0.206012,-0.155816,0,0,0,0.0813373,0,0.0870498,0,0,-0.103213,0
"TF77",0,0,0,0,0,0,0,0,-0.170059,-0.0814005,0,0,0.0833998,0,0,-0.100289,0.130055,0,0,0,0,0.122611,0,0,0,0,0,0.0776414,0,0,0,0,0,0,0,0.0884714,0,0,0.11647,-0.182895,0.140444,0,-0.252837,0,0.0886226,0,0,0,0,0,0,0,0.0831133,0.143221,0.146876,0,0,0,0,0,0,0,0,0,0,0,0,-0.17902,-0.0962086,0,0,0,0,0.131414,0,0,-1,0,0,0,0,0,0,0,0,-0.104507,0,0,0.152425,0.154044,0.129333,0,0.129009,0,0,-0.163127,-0.134436,0,0,0
"TF78",0,0.110834,0,0,0,0,0,-0.167668,-0.0782436,0,0,0,0,0,0,0,-0.247833,0,0.131396,0,0,0,0,0,0,0,0,0,0,0,0,-0.243881,0,0,0,-0.16242,0,0,0,0,0.117815,0.121406,0.109687,0,-0.0922234,0,0.192432,-0.167336,0.110105,0,0,0.147713,0.153431,0,0,-0.108465,0,0,0,0,0,0,0,0,0,0,0,0.168381,0,0,0,0,0.152127,0,0,0,0,-1,0,0,0,0,0.131188,-0.0870828,0,0,0.220735,0,0,-0.221205,-0.0895759,0,0,0,0.133142,0,0,0,0,0
"TF79",0,0,0,0.141279,0,-0.108185,-0.102378,0,0,0,0.193052,0,0,0,0.0988802,0,0,0,0,0.0908898,0,0,0,0,0,0.20048,0,0,0,0,-0.17101,0.181339,0.0790674,0,-0.0839477,0,-0.148565,0,0,0,0,0,-0.109747,-0.148632,0,0,0,0,0.0967126,0.129769,0,0,0,0.153047,0,0,0,0,-0.107539,0,0,0,-0.138835,0,0,0,0,0,0,0.096626,0,0,0,0,-0.104092,0,0,0,-1,0,0,0,0,0,0,0.0796001,0,0,0,0.0820226,0,0,-0.0930008,-0.18097,0,0.237158,0,0,0,0
"TF80",0,0,-0.177189,0,0.213472,0,0,0,0,0,0,0,0,-0.103341,-0.143172,0,0,0,-0.172361,0,0.110625,0,0,0,0,0,0,0,0,-0.187216,0,0,0,0,0,0,0,0,0,0.0944783,0,0,0,0.109719,0.190008,0,0.155173,0.167948,0.141868,0,0,0,-0.242256,-0.116782,0,0,0,0,0,0.12307,0,0,0,0,0,0,0,-0.0924721,-0.268405,0,0,0,0,0,0,0,0.09458,-0.179979,0,-1,-0.132771,0,-0.0968196,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0810314,0,0,0.155181
"TF81",0,0,0,0,0,0,0,0,0,-0.0834118,0,0,0.168617,0,0,0,0.106666,0,0,0,0.104173,-0.100351,-0.145555,0,0,0,0,0,0,0,0,0,-0.11929,0,0,0,-0.137359,0,-0.141707,0,0,0,0.0897757,-0.162338,0,0,0.137283,0.311623,0,0.0999653,-0.0826389,0,0,0,0.17178,0,0,0,0,-0.105119,-0.0991355,0,0,0,0.252559,0,0,-0.0787365,0,0,0.116157,0.144059,0,0,0,0,0,0,0,0,-1,0,0,0,0,0.0799158,-0.10664,0,0,0,0,0,0,0,0.0904302,0,0,0.189746,0,-0.11833
"TF82",0.14767,0.280713,0,0.209538,-0.111887,-0.194364,0,0,0,0,0,-0.165744,0,0,0,0,-0.12356,-0.127799,0,0,0,0.132606,0,0,0,0,0,0,0,0.141146,0.180102,0,-0.121407,0,0,0,0,0,0,0,0,0.121572,0,0,0,0,0,0,0,-0.228593,0,0,-0.11117,0,0,0,0,-0.0977737,0,0,0.117014,0,0.118249,0.171129,0,0,-0.127151,0,0,0,0.092245,0,0.136369,0,0,0,0,0.220977,0,0,0,-1,0,0,0,0,0,0.206922,0,0,0,0,0,0,0,0,0,0,0,0
"TF83",-0.105036,0,-0.121792,0.156409,0.0936015,0,0,0,0.159769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0789467,0,0.228943,0,0,-0.108577,0,0.0782955,-0.200812,0.0992436,0.135623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114776,0,0,0,0.143367,0,0,0,-0.12878,0.0875396,0.187182,0,0,0,0,0,0,0,0,0,0,0.183753,0,-0.0968312,-0.132893,0,0,0,0,0.308262,0,-1,0.0926274,0,0.0914889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201275
"TF84",0,0,0,-0.147085,-0.148025,0,0,0.0822761,-0.165208,0,0,0,0,0,0,0,0,-0.135449,0,0.276684,0,0.137908,0,-0.0844435,0,0,0,0,0,0,-0.214906,0,-0.109404,0,0,0,0,0.0861723,-0.0893644,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115953,0,0.104045,0,0,0,0,0,0,0.146772,0,0,0,0,0.114813,0.133201,0,0,-0.098516,-0.131632,0,0,0,0,0,0,-0.163127,0,0,0,0,-1,0,0,-0.113593,0.119771,0.14391,0,0,0.19583,0,-0.140073,0,0,-0.117573,-0.101329,0,0
"TF85",0.138667,0,0,0,0,0,0.181693,-0.101905,0.105102,0,0.0950979,0.102371,0,0,0.109906,0,-0.118164,0,0,0,0,0,0,0,-0.0845555,0,0,0,0,0.157214,0,0,0,0,0,0,0,-0.105948,0,0,0,0,0,0,0,-0.0909708,0,-0.119985,0,-0.115574,0,0,-0.0874433,0,0,-0.136109,0,0.137704,0,0,0,0,0,-0.135542,0,0.0921846,0,0,0,0,0,-0.0921041,0,0,0,0,-0.1295,0,0,0,0,0.254002,0,-0.122009,-1,0,0,0,0.117102,0,0.157859,0,-0.122998,0,0,-0.0860727,0,0,0,0
"TF86",0,-0.09673,0,0,0,0.25147,-0.197504,-0.227455,0.114462,0,0,0,0,0,0,0.0989954,0,0,0,0.194623,0,0,0,0,0,0,-0.117384,0,0,0,0,0,0,0,0,0,0,-0.166247,0,0,0,0,0,0.11225,0,0,0,-0.126256,0.190702,-0.182884,-0.131436,0,0,0.132365,0,0,-0.129431,0,0.124768,-0.181199,-0.249168,-0.189928,0,0,0,0,0,0,0,0.129269,0,0.0872366,0,0,0,0,0,0,0.196863,0.140075,0,0,0.143036,0,0,-1,0,0,0,0,0.113652,-0.215381,0,0,0,0,0,0,0,0
"TF87",0.179333,0,0,-0.157419,0,0,0,0,0,-0.139799,0,0.104368,0,0,0,0.137811,0,0,0,0,0,0,0,0.146293,0,-0.224414,0,0.147365,0,-0.213816,0,0,0,0,0,0,0,0.109057,0,0,0,0,0,0.172425,0.10301,0,0,0,0,0.131201,0,0,0,0,0,0,0.121949,0,0.144264,0,0,0,0,0,0,0,0,0.143597,0.131956,0,0.211921,0.153517,0,0,-0.0836506,0,0,0,-0.0999668,0,0,-0.101556,0.088269,-0.156406,0.132895,0,-1,0,0,0,0,0,0,-0.242102,0,0,0,0.122954,0,0
